26.5, 107.66666666666667
27.716535433070867, 108.03149606299213
28.976377952755907, 108.34645669291339
30.236220472440948, 108.03149606299213
31.5, 107.5
33.07086614173229, 107.55905511811024
34.5, 107.16666666666667
37.5, 106.5
40.5, 106.83333333333333
43.5, 107
46.5, 107.16666666666667
49.5, 108.5
52.5, 109.83333333333333
55.5, 111.66666666666667
58.5, 114
61.5, 116.25
63.7, 118.6
65.83333333333333, 120.83333333333333
67.5, 123.33333333333333
70, 126.5
72.5, 128.33333333333334
75.5, 128.5
81.5, 127
84.5, 125.5
87.5, 123.5
90.5, 121
93.5, 118.83333333333333
96.5, 116.33333333333333
99.5, 114.5
100.94488188976379, 113.38582677165356
101.7, 111.6
103.1496062992126, 110.70866141732284
104.25, 109.875
104.40944881889764, 108.03149606299213
102.67716535433071, 107.71653543307087
101.25984251968505, 107.8740157480315
99.68503937007874, 108.18897637795276
98, 108
95.5, 106.83333333333333
92.5, 105.5
89.5, 103.5
88.25, 101.75
85.3, 100.5
82.5, 98.5
79.5, 96.66666666666667
76.5, 95.83333333333333
73.5, 95.33333333333333
70.5, 94.33333333333333
67.5, 93.66666666666667
64.5, 92.83333333333333
61.5, 92.5
58.5, 92
55.5, 92
52.5, 92.66666666666667
49.5, 93
46.5, 94.125
43.5, 95
40.5, 96.5
37.5, 97.66666666666667
34.5, 100
31.5, 102
28.50393700787402, 102.99212598425197
26.92913385826772, 105.98425196850394
